RoomArea,NumberofAppliances,OutsideTemperature,InsulationThickness,BuildingType,HVACSystem,AverageTemperature,EnergyConsumption
93.11,28.0,15.68,11.11,Residential,Central AC,20.84,2628.02
54.46,16.0,14.45,14.8,Residential,Central AC,18.93,1324.37
55.47,15.0,,14.33,Office,VRF,22.78,1624.44
34.01,6.0,16.71,10.46,Commercial,VRF,19.04,737.01
153.26,11.0,30.12,8.6,Office,Rooftop Unit,23.09,4316.89
41.06,18.0,24.11,19.36,Office,Split AC,23.13,1102.73
44.9,20.0,26.57,8.79,Hospital,Split AC,23.83,
15.83,1.0,19.61,14.2,Residential,Central AC,20.71,218.25
10.021282711300216,1.0,21.5,6.15,Office,Split AC,22.59,9050.762659573136
11.14,7.0,9.6,8.98,Commercial,Central AC,18.0,782.8
20.8,7.0,53.1438397537118,12.75,Educational,Split AC,18.0,435.03
49.96,17.0,26.8,19.45,Residential,Heat Pump,24.39,815.67
57.7,8.0,20.02,9.38,Office,Rooftop Unit,21.95,1203.42
18.339262963932423,15.0,16.01,18.14,Hospital,VRF,18.0,14855.340599451896
319.13,31.0,25.13,12.8,Residential,Central AC,25.18,4344.87
22.34,6.0,16.36,5.5,Residential,Split AC,19.24,405.48
26.23,8.0,19.35,7.96,Residential,Central AC,21.39,625.46
19.562961681553823,103.0,30.0,11.97,Office,Split AC,25.17,1653.48
88.83,24.0,18.13,14.78,Residential,VRF,21.74,1173.4
21.92,8.0,18.61,12.1,,Split AC,19.69,450.1
65.93,13.0,16.34,30.0,Educational,Central AC,21.65,1011.5
20.0,2.0,23.79,14.2,Hospital,Central AC,23.82,524.13
199.49,13.0,13.65,19.36,Office,Central AC,21.79,4583.03
67.21,16.0,20.59,13.7,Residential,Split AC,19.81,1120.68
56.44,20.0,22.81,16.76,Commercial,Rooftop Unit,22.27,1597.56
82.42,40.0,19.15,17.89,Office,Heat Pump,22.94,1801.74
68.68,12.0,20.41,14.77,Residential,VRF,19.94,845.66
15.22,7.0,23.36,24.6,Residential,Split AC,20.99,308.33
28.73,2.0,31.71,11.43,Office,Central AC,25.39,685.62
57.68,10.0,27.51,12.02,Residential,VRF,25.0,743.88
138.26,26.0,25.27,11.28,Residential,Central AC,22.55,1949.65
23.73,8.0,30.9,17.27,Educational,VRF,,496.76
180.56,14.0,33.9,5.93,Residential,Split AC,25.3,4009.73
82.95,36.0,5.0,19.47,Residential,VRF,19.21,2351.14
29.69,7.0,11.02,15.57,Residential,HEAT PUMP,22.66,607.55
23.39,1.0,40.17,16.65,Educational,Central AC,28.84,773.74
157.19,20.0,12.74,20.44,Residential,Split AC,22.0,
19.44,5.0,28.88,8.68,Hospital,Split AC,25.1,650.83
50.07,15.0,11.04,14.31,Residential,Central AC,19.66,1465.37
17.87,1.0,32.69,14.54,Residential,Rooftop Unit,27.06,356.09
70.51,11.0,37.55,4.71,Educational,Rooftop Unit,26.72,3044.73
56.33,15.0,22.16,12.51,Residential,Heat Pump,23.34,728.03
46.98,17.0,37.27,0.6240225971073855,Residential,Split AC,27.01,10480.45893107047
69.42,14.0,,13.02,Commercial,Rooftop Unit,21.08,1858.23
69.48,17.0,15.92,17.28,Office,Central AC,18.0,1656.86
75.8,20.0,27.72,11.24,Commercial,Split AC,25.52,-201.29793211011358
118.6,24.0,22.35,12.15,Office,VRF,23.99,1863.43
110.86,27.0,18.11,19.71,Residential,Split AC,19.36,1729.55
63.09,5.0,17.36,11.47,Hospital,Rooftop Unit,20.22,1584.81
20.57,8.0,30.56,18.91,Residential,Split AC,22.3,599.27
16.13,6.0,33.24,15.54,Residential,VRF,24.61,411.77
59.66,12.0,26.23,19.27,Office,Central AC,23.45,1087.88
57.35,7.0,33.17,14.13,Educational,Central AC,,1319.42
44.06,13.0,23.38,20.3,Residential,Split AC,,658.46
17.75,6.0,19.63,6.8,Commercial,Split AC,20.76,492.63
13.99,7.0,24.46,4.45,Office,Central AC,24.3,397.7
17.14,2.0,28.03,19.07,Office,VRF,25.23,234.92
61.45,12.0,29.53,19.82,Commercial,Split AC,26.82,1265.39
38.31,6.0,30.48,8.44,Hospital,Split AC,24.87,1326.93
11.37,,31.62,8.37,Residential,VRF,24.46,379.7
61.23,20.0,32.57,-1.1745926129384392,Commercial,Central AC,25.24,2766.24
161.25,12.0,33.88,9.37,Hospital,Split AC,26.74,4415.21
39.21,10.0,7.29,22.64,Hospital,VRF,21.47,1208.13
57.19,11.0,17.45,8.63,Hospital,VRF,18.0,1309.19
24.8,3.0,25.57,25.92,Hospital,Heat Pump,27.23,315.0
71.44,10.0,21.12,9.08,Residential,Central AC,20.52,1124.42
39.21,17.0,34.34,13.21,Hospital,Central AC,24.82,2448.86
17.37,3.0,33.93,12.02, Residential,Central AC,24.82,521.91
39.8,12.0,36.04,29.04738475422341,Hospital,Rooftop Unit,27.47,10634.739458568169
298.33,34.0,34.65,3.08,Commercial,Split AC,28.19,13317.95
56.74,17.0,29.98,5.48,Residential,,27.7,1713.83
,29.0,17.03,7.37,Residential,Heat Pump,18.03,2228.74
58.3,18.0,13.47,14.55,Office,VRF,23.48,1190.74
254.06,27.0,22.22,13.62,Office,VRF,23.07,3494.03
25.07,2.0,8.99,12.31,Office,Split AC,20.88,723.37
45.15,13.0,23.04,10.14,Residential,VRF,22.55,656.2
33.19,11.0,29.02,13.95,Commercial,Heat Pump,24.52,636.8
28.12,2.0,17.45,12.07,Office,Central AC,19.51,480.55
26.38,2.0,25.49,8.42,Office, Rooftop Unit,23.64,509.99
12.77377981336921,2.0,14.24,9.53,Commercial,Split AC,22.05,12509.98298397374
68.16,8.0,32.91,18.1,Commercial,Rooftop Unit,27.26,2124.04
65.07,5.0,28.06,30.0,Residential,Heat Pump,26.21,436.22
238.11,45.0,13.93,7.91,Office,Heat Pump,20.83,6309.63
52.99,19.0,29.08,0.6492522496594605,Educational,VRF,26.35,11369.110957756442
72.79,8.0,26.07,10.77,Educational,,25.08,962.05
26.76,5.0,5.8,26.22,Hospital,Heat Pump,20.46,878.28
164.09,34.0,24.45,10.93,Office,Rooftop Unit,22.64,3576.85
15.86,2.0,18.14,5.26,Commercial,Split AC,21.19,341.19
40.02,19.0,7.94,14.77,Educational,Rooftop Unit,18.0,1736.3
47.18,16.0,28.11,13.47,Commercial,Rooftop Unit,24.54,1623.75
63.59,14.0,24.25,11.59,Hospital,Central AC,22.17,1943.58
139.88,14.0,23.86,11.97,Office,Central AC,24.57,2565.27
126.39,10.0,45.0,21.73,Office,Heat Pump,25.01,2864.37
148.4,30.0,9.82,9.9,Hospital,Heat Pump,19.68,5581.08
97.54,32.0,23.82,11.23,Commercial,Split AC,25.14,2768.3
174.77,12.0,33.87,8.27,Educational,Heat Pump,24.54,3547.79
23.71,4.0,28.32,5.5,Educational,VRF,27.23,401.58
17.35,2.0,42.65,16.96,Residential,VRF,24.83,468.93
12.47854606956595,106.0,8.42,9.04,Residential,Central AC,19.63,930.41
70.59,16.0,30.18,14.77,Residential,Central AC,25.44,1406.35
148.12,24.0,32.64,11.24,Commercial,VRF,23.78,4361.78
171.81,36.0,9.01,13.46,Residential,Split AC,20.24,4644.83
163.45,30.0,29.72,18.88,Office,Central AC,25.05,3947.47
189.03,18.0,35.79,9.36,Residential,Heat Pump,22.77,3749.2
47.51,16.0,26.25,10.05,Commercial,Split AC,24.36,1239.85
20.25,3.0,45.0,15.24,Office,Split AC,27.46,709.65
29.47,4.0,13.48,17.7,Educational,Split AC,19.82,492.8
29.38,2.0,43.86,15.04,Educational,VRF,24.62,783.64
,45.0,32.56,7.39,Commercial,Central AC,24.76,9753.36
62.12,20.0,34.31,10.7,Educational,Split AC,26.48,2069.03
55.14,11.0,20.09,8.11,Residential,VRF,21.71,613.53
36.86,10.0,6.97,8.76,Office,Heat Pump,21.9,1258.27
30.89,13.0,31.83,13.51,Educational,Central AC,25.82,-170.4097903622631
23.62,1.0,27.54,16.82,Hospital,Split AC,24.07,512.66
24.09,6.0,28.61,25.58,Residential,Central AC,27.64,376.53
14.48,1.0,23.8,20.44,Commercial,Split AC,,218.72
77.64,12.0,32.51,11.72,Office,Rooftop Unit,26.33,2588.54
73.98,8.0,33.01,9.91,Commercial,VRF,23.24,2025.37
218.4,53.0,12.23,19.8,Office,Central AC,19.15,6223.13
36.5,9.0,20.22,9.31,Residential,Split AC,20.24,647.35
78.58,10.0,16.99,13.31,Educational,,21.34,1740.82
79.27,15.0,15.78,19.93,Residential,VRF,21.14,1069.77
138.95,39.0,18.01,7.84,Commercial,Rooftop Unit,21.11,4164.77
21.98,7.0,27.36,10.04,Educational,Heat Pump,23.63,393.69
20.58,1.0,25.08,14.74,Residential,Central AC,24.23,223.1
,6.0,5.06,13.52,Residential,Heat Pump,19.77,443.94
17.65,4.0,28.73,15.8,Residential,VRF,25.36,270.66
55.03,15.0,9.69,13.95,Office,Split AC,18.49,1595.68
30.71,10.0,26.61,15.93,Residential,VRF,23.96,447.36
58.54,15.0,21.83,12.48,Residential,Heat Pump,21.22,562.83
77.55,15.0,5.0,18.85,Hospital,Split AC,,3859.02
41.69,19.0,69.87738542092717,9.71,Office,Split AC,23.07,1069.7
108.27,37.0,17.08,15.51,Residential, Central AC,19.59,2293.27
79.57,17.0,29.33,7.66,Office,Split AC,26.48,2248.89
195.02,39.0,31.46,17.54,Office,Split AC,26.9,4082.42
30.43,10.0,24.5,23.31,Commercial,Central AC,24.22,818.36
16.71,4.0,23.71,14.96,Office,Split AC,26.79,384.02
24.39,1.0,36.89,12.22,Residential,Central AC,26.78,710.06
13.14,2.0,22.04,12.94,Office,Central AC,23.79,-277.43800485683994
14.83,6.0,21.14,27.51,Residential,Central AC,21.62,167.57
50.26,16.0,22.61,17.55,Residential,Rooftop Unit,22.34,1091.52
20.52,4.0,29.13,12.78,Office,Central AC,26.55,476.92
168.4,27.0,21.76,19.9,Hospital,Rooftop Unit,21.48,4061.82
14.83,8.0,27.62,,Office,VRF,26.02,427.08
10.67,7.0,20.72,7.02,Residential,Rooftop Unit,22.77,328.81
69.07,20.0,28.38,16.72,Office,Heat Pump,26.04,1334.24
17.15,8.0,17.47,5.85,Commercial,VRF,18.0,391.35
51.75,5.0,18.64,6.54,,Central AC,19.52,651.07
10.74,2.0,19.83,11.16,Office,Central AC,21.49,236.89
19.29,1.0,19.95,18.31,Hospital,Central AC,19.5,247.84
290.24636555042025,2.0,25.94,9.44,Commercial,Central AC,22.87,149.23496531166097
20.1,2.0,32.48,16.9,Office,Split AC,24.98,368.63
110.26,23.0,20.96,20.68,Office,Rooftop Unit,21.4,2126.44
39.84,9.0,16.58,12.99,Hospital,Rooftop Unit,19.1,1301.31
77.25,17.0,30.34,18.08,Residential,Rooftop Unit,26.86,1401.51
196.76,27.0,22.21,12.83,Residential,Central AC,23.22,3109.02
40.97,7.0,27.64,13.67,Hospital,Rooftop Unit,26.34,1232.84
12.79,6.0,19.06,13.76,Residential,VRF,22.51,295.67
29.66,6.0,24.79,13.94,Commercial,Central AC,24.42,606.24
154.86,21.0,18.02,6.64,Office,VRF,21.08,2528.58
14.41,7.0,,9.43,Residential,Central AC,24.72,445.16
77.37,11.0,25.82,7.62,Hospital,Central AC,24.11,2380.73
13.51,1.0,20.58,9.39,Educational,Rooftop Unit,23.38,244.69
28.14,2.0,41.57,21.58,Commercial,Heat Pump,22.81,784.45
95.25,10.0,30.41,23.86,Hospital,Rooftop Unit,25.37,2704.0
24.86,4.0,16.7,7.37,Educational,Rooftop Unit,20.05,571.89
160.03,23.0,49.38763579124485,30.0,Hospital,Rooftop Unit,25.06,3405.2
19.86,5.0,21.08,11.52,Hospital,Split AC,20.49,595.23
18.97,1.0,12.13,9.15,Educational,Split AC,19.43,514.69
70.4,9.0,48.659034107345526,10.86,Commercial,Split AC,19.41,1539.24
12.91,4.0,25.31,19.72,Office,Split AC,25.35,305.42
59.9,15.0,19.22,11.72,Residential,Split AC,21.91,1133.66
15.25,6.0,24.12,21.72,Hospital,Central AC,23.22,622.83
113.9,30.0,22.8,7.16,Educational, Central AC,24.2,2586.49
64.66,16.0,24.86,30.0,Residential,Central AC,23.82,759.07
41.13,-7.0,29.44,13.04,Residential,Split AC,26.87,1044.96
11.09,7.0,27.71,4.61,Residential,Split AC,25.48,336.04
27.14,6.0,43.24,9.94,Office,Heat Pump,23.48,903.65
59.75,16.0,18.16,5.29,Commercial,Central AC,18.76,1514.86
54.64,18.0,21.8,28.47,Educational,Split AC,21.03,1029.67
20.83,1.0,36.33,14.36,Office,Central AC,26.53,10956.926477341593
165.15,13.0,24.24,30.0,Office,Split AC,24.0,1485.21
14.74,6.0,31.32,10.85,Educational,Central AC,26.19,506.75
253.65,35.0,39.24,20.51,Residential,Split AC,28.15,5733.07
27.28,8.0,28.73,21.36,Commercial,Central AC,25.47,724.35
64.9,10.0,28.97,14.05,Residential,Central AC,25.85,1498.43
27.79,2.0,24.84,14.64,Residential,Split AC,24.23,8217.832992435335
12.66,4.0,19.75,12.05,Hospital,Split AC,20.75,346.74
13.31,8.0,35.74,17.43,Educational,Split AC,26.14,477.06
18.29,3.0,13.71,15.74,Office,Heat Pump,20.72,-442.13735512620605
172.63,35.0,16.08,10.04,Office,Heat Pump,21.91,3485.61
123.85,23.0,23.39,11.65,Educational,Split AC,22.06,2429.95
28.16,1.0,35.99,14.83,Commercial,Central AC,25.42,916.91
20.16,1.0,37.24,20.59,Commercial,Rooftop Unit,28.15,702.5
29.48,7.0,34.83,21.9,Residential,Rooftop Unit,28.12,779.52
39.84,16.0,22.43,5.32,Residential,Central AC,22.18,915.83
27.84,3.0,30.2,8.68,Office,Split AC,25.6,625.87
52.82,19.0,33.52,24.51,Residential,Central AC,27.16,1208.29
95.78,18.0,24.68,8.93,Hospital,Central AC,23.87,3015.37
78.65,5.0,15.75,14.87,Educational,Rooftop Unit,20.09,1480.49
145.12,11.0,22.09,9.51,Hospital,Heat Pump,24.64,2378.83
208.7,43.0,26.29,10.37,Office,Heat Pump,23.95,3669.15
115.23,28.0,33.93,9.42,Commercial,Central AC,25.83,4147.64
17.97565732281166,75.0,7.14,8.76,Commercial,Split AC,18.85,1064.65
21.17,8.0,31.27,11.74,Residential,Split AC,25.49,650.41
221.94,54.0,,12.04,Office,Central AC,22.63,7551.09
43.01,8.0,21.38,20.49,Residential,Central AC,22.52,672.2
135.74,16.0,42.24,8.38,Hospital,VRF,25.76,6984.32
21.08,8.0,30.84,14.76,Educational,Central AC,23.96,639.86
78.22,15.0,27.85,8.25,residential,Rooftop Unit,26.22,1517.55
12.86,2.0,27.27,9.41,Hospital,Split AC,24.54,310.39
28.53,4.0,35.38,18.46,Office,Heat Pump,25.38,756.95
18.33,6.0,22.24,19.56,Office,Central AC,22.07,300.48
20.71,7.0,19.13,11.32,Commercial,Heat Pump,20.54,422.65
18.7,6.0,9.91,22.39,educational,Split AC,19.12,449.31
28.72,6.0,31.45,17.17,Office,Heat Pump,24.81,589.14
24.22,5.0,19.61,8.99,Commercial,Central AC,,676.6
66.54,17.0,16.85,21.3,Residential,VRF,18.96,693.09
51.1,10.0,28.34,30.0,Residential,Split AC,25.56,650.72
15.03,2.0,35.67,9.88,Hospital,Split AC,26.39,633.57
57.57,20.0,18.64,22.17,Residential,Rooftop Unit,20.3,981.26
16.18,1.0,13.11,12.96,Residential,Split AC,21.31,295.09
141.32,16.0,24.25,22.35,Office,Split AC,22.25,2015.31
10.19,7.0,23.13,8.24,Office,Heat Pump,22.04,331.84
137.38,22.0,19.12,17.89,Residential,VRF,18.0,1357.16
57.78,6.0,26.3,16.27,Residential,Central AC,25.36,762.66
62.48,8.0,26.39,6.94,Hospital,VRF,23.2,1321.26
24.76,7.0,10.33,0.3621085048262548,Office,VRF,18.87,11599.838993230424
56.57,6.0,11.57,11.9,Commercial,Split AC,18.64,1809.95
17.32,5.0,23.43,10.83,Educational,Rooftop Unit,25.4,497.09
65.52,10.0,22.86,14.35,Hospital,Central AC,20.81,1915.79
10.76,5.0,30.63,15.94,Residential,VRF,21.88,257.75
185.77,31.0,31.06,15.53,Residential,,23.73,3642.48
28.49,5.0,47.330728227635404,11.79,Educational,Rooftop Unit,25.22,654.12
53.96,7.0,18.98,12.47,Educational,central ac,20.27,912.71
30.48,11.0,26.96,16.24,Residential,Central AC,25.52,647.77
129.49,32.0,16.63,13.32,Educational,Split AC,18.0,
53.2,9.0,20.24,17.97,Residential,Split AC,21.82,867.84
166.6,10.0,39.31,9.58,Residential,Rooftop Unit,25.99,6330.85
189.59,24.0,29.32,7.61,Residential,Heat Pump,25.53,2408.78
15.0,2.0,22.92,9.43,Hospital,Heat Pump,21.32,299.79
17.72,3.0,21.01,16.69,Commercial,Split AC,22.95,387.42
43.67,10.0,26.94,13.12,Residential,Central AC,24.68,875.75
130.97,11.0,25.36,13.54,Residential, Split AC,23.11,1405.54
44.75,1.0,11.67,11.41,Office,Central AC,18.17,8806.581433802903
152.97,32.0,24.75,23.47,Office,Heat Pump,24.21,2161.6
111.78,36.0,20.92,19.08,Office,VRF,19.85,1811.76
112.85,21.0,34.96,8.42,Residential,Split AC,25.67,3315.84
233.28142499618576,12.0,15.39,24.58,Residential,VRF,18.0,33.22323978757349
15.77,8.0,27.66,13.23,Residential,Rooftop Unit,23.73,494.17
23.43,2.0,21.01,29.80866102148133,Residential,Central AC,21.25,13135.024241705389
138.95,15.0,19.41,4.77,Educational,Central AC,22.38,2172.51
57.0,16.0,24.78,12.29,Commercial,Split AC,23.5,1608.65
65.32,15.0,41.29,9.52,Residential,Split AC,26.85,1993.96
28.57,-2.0,21.71,11.34,Hospital,Heat Pump,23.91,559.51
70.76,17.0,29.64,10.76,Residential, Central AC,26.04,1785.23
76.93,9.0,15.93,15.67,Hospital,VRF,18.0,1654.14
11.57,6.0,22.43,12.59,,VRF,21.96,245.92
17.59,5.0,33.11,11.71,Residential,Central AC,26.42,542.58
49.68,9.0,20.59,24.01,Educational,Central AC,20.35,602.59
15.09,2.0,29.53,8.56,Commercial ,Rooftop Unit,26.92,394.67
156.39,26.0,28.37,11.31,Office,Central AC,26.33,3439.04
26.65,1.0,35.2,16.22,Residential,Split AC,23.56,604.28
229.3,30.0,30.81,-8.008477982742324,Residential,Central AC,24.84,4921.24
68.09,7.0,16.48,11.5,Educational,Central AC,20.29,1240.54
109.53,31.0,22.25,13.9,Hospital,Split AC,23.77,3752.54
26.61,5.0,38.35,8.93,Hospital,Central AC,27.69,1608.42
17.09,5.0,20.71,7.34,Residential,Central AC,21.54,338.81
35.95,20.0,26.32,13.32,Residential,VRF,25.54,631.01
76.74,9.0,30.33,3.44,Office,,27.0,1717.0
328.33586683152083,15.0,21.75,19.52,Educational,Split AC,21.07,104.23243561188752
78.57,2.0,18.26,19.44,Commercial,VRF,20.43,11558.109458618532
40.96,19.0,17.27,16.89,Residential,Rooftop Unit,19.0,965.84
67.62,17.0,34.7,14.93,Residential,Split AC,25.63,1947.41
-24.77461550895356,10.0,28.0,16.69,Educational,VRF,25.07,1140.65
89.38,38.0,5.0,6.28,Office,Heat Pump,19.97,3946.37
102.46,15.0,37.26,25.677563182131415,Residential,Split AC,27.06,12694.221061180528
22.68,8.0,25.07,18.7,Residential,Split AC,23.29,450.48
56.24,-5.0,23.34,8.64,Office,Central AC,22.34,1568.58
285.02,53.0,29.7,26.149992309000513,Commercial,Split AC,28.24,11415.489496506272
24.78,3.0,23.44,-7.262648436475083,Residential,Split AC,21.11,307.34
64.25,18.0,25.0,20.76,Hospital,Central AC,23.88,1813.83
26.76,6.0,5.8,26.22,Hospital,Heat Pump,20.46,878.28
15.61,2.0,38.83,5.45,Residential,Split AC,27.38,617.64
22.86,6.0,35.09,12.96,Commercial,Split AC,25.37,795.38
49.08,16.0,28.02,15.53,Educational,,27.25,1085.99
22.84,7.0,36.17,10.91,Commercial,Central AC,27.48,1080.57
19.2,7.0,18.92,13.13,Hospital,VRF,19.95,564.31
345.04,42.0,37.85,26.63,Educational,VRF,27.47,5432.7
69.87,20.0,24.01,13.03,Commercial,Rooftop Unit,25.19,2055.23
316.06,35.0,26.31,13.13,Residential,Heat Pump,26.28,2541.06
15.62,1.0,25.05,14.86,Residential,VRF,22.49,178.38
38.04,7.0,25.69,11.31,Residential,Heat Pump,23.79,420.62
41.53,19.0,20.64,20.1,Office,VRF,20.12,800.47
28.63,1.0,16.94,12.95,Residential,Central AC,20.15,394.64
65.48,11.0,19.64,9.01,Office,Rooftop Unit,20.88,1536.66
37.81,5.0,30.49,16.33,Commercial,Central AC,24.64,1233.7
23.53,2.0,22.53,20.4,Hospital,VRF,23.56,388.99
97.73,40.0,21.28,17.46,Residential,VRF,21.58,1665.34
28.2,2.0,41.75,15.35,Residential,Split AC,29.11,799.59
32.72,15.0,15.23,10.74,Educational,Split AC,20.54,1008.28
52.42,7.0,25.89,28.07,Commercial,Heat Pump,24.38,-412.3097232191852
49.14,11.0,27.88,12.35,Office, Split AC,26.41,1166.22
64.66,19.0,22.35,15.24,Commercial,Rooftop Unit,22.85,1897.8
41.75,12.0,18.36,15.28,Residential,Heat Pump,20.32,439.72
24.43,2.0,34.52,11.44,Commercial,Split AC,26.74,867.22
197.1,24.0,39.64,8.98,Office,Split AC,28.97,7354.51
22.33,3.0,5.36,8.16,Residential,VRF,22.25,697.73
158.23,15.0,30.04,10.27,Commercial,VRF,23.37,-223.9063404976228
236.38097723332604,5.0,32.67,15.47,Office,Split AC,24.61,56.94970839677225
28.84,6.0,26.28,21.31,Commercial,Central AC,23.04,626.83
186.77,19.0,14.97,11.23,Commercial,Split AC,19.86,4575.61
48.92,12.0,28.98,10.19,Educational,Split AC,25.12,1132.37
10.84,3.0,26.31,11.41,Educational,Rooftop Unit,23.96,306.43
90.63,31.0,30.28,13.09,Office,Split AC,22.58,2756.84
111.15,,31.88,17.14,Residential,Split AC,28.06,2283.68
21.3728240380726,93.0,43.68,30.0,Residential,Split AC,28.7,2616.81
14.87,5.0,28.07,15.1,Educational,Central AC,24.62,424.96
55.18,16.0,10.8,15.18,Office,Split AC,19.38,1717.51
52.46,14.0,26.04,8.63,Educational,Rooftop Unit,26.48,1199.92
18.52,8.0,19.72,11.01,Residential,Central AC,21.35,535.81
17.833996143680306,108.0,32.77,13.16,Residential,Central AC,27.64,856.99
79.51,19.0,27.44,5.68,Educational,Central AC,27.21,1811.59
29.3,2.0,18.47,15.87,Educational,Central AC,20.43,365.0
184.66,22.0,32.29,14.26,Residential,Split AC,24.93,4527.94
19.2,7.0,19.67,25.19,Educational,VRF,21.82,301.29
18.4,7.0,17.61,22.28,Educational,Central AC,19.34,484.4
57.27,6.0,15.3,15.56,Residential,Split AC,18.0,861.76
33.63,20.0,27.79,16.41,Residential,Split AC,25.34,1175.27
13.12,7.0,10.35,20.32,Office,Central AC,19.96,496.97
208.99,31.0,13.52,14.04,Residential,Central AC,20.91,4465.25
19.74,4.0,27.47,19.8,Office,Split AC,26.7,
31.91,8.0,22.61,5.49,Residential,,25.44,753.57
46.13,12.0,25.39,6.81,Office,Central AC,22.94,1159.3
10.26,2.0,22.11,19.19,Office,VRF,22.47,113.29
55.63,7.0,33.62,19.5,Residential,VRF,22.62,942.66
36.19,5.0,19.86,10.09,Hospital,VRF,21.18,788.5
28.86,7.0,7.45,23.45,Hospital,Split AC,18.0,1140.38
318.81681546122417,29.0,18.59,16.32,Residential,Central AC,20.51,80.836453079584
26.76,6.0,19.77,19.71,Educational,Split AC,21.02,364.8
19.465177828870786,106.0,39.04,24.25,Residential,Split AC,26.78,4235.16
-15.326393495700845,5.0,26.31,16.3,Hospital,Heat Pump,26.26,653.63
32.17,10.0,43.84,25.24,Educational, Heat Pump,24.88,836.56
34.76,7.0,13.45,8.59,Residential,Split AC,20.56,967.12
35.62,7.0,33.64,16.92,Residential,Central AC,27.59,865.0
27.87,2.0,31.47,6.85,Office,VRF,21.87,681.74
20.20092783506719,7.0,24.64,20.77,Residential,Central AC,25.14,12968.257445675026
150.94,16.0,17.91,8.6,Hospital,Split AC,19.63,4150.48
40.74,13.0,23.72,30.0,Educational,Split AC,25.0,705.77
230.36,20.0,6.75,9.74,Residential,VRF,21.4,6381.11
200.67,53.0,17.11,16.52,Residential,VRF,21.84,2632.47
23.05,6.0,24.09,7.76,Office,Central AC,22.43,532.04
25.7,8.0,6.94,8.62,Residential,Split AC,18.85,934.9
164.25,22.0,12.53,14.46,Commercial,Split AC,,4552.06
30.57,12.0,12.43,8.79,Commercial,Split AC,19.86,1027.04
28.14,2.0,41.57,21.58,Commercial,Heat Pump,22.81,784.45
13.04,7.0,,10.93,Office,VRF,21.32,439.94
80.29,13.0,16.18,19.13,Office,Central AC,18.19,1396.59
44.92,18.0,33.13,17.77,Educational,Central AC,25.7,1655.83
24.68848828315781,20.0,17.56,15.53,Commercial,Central AC,18.0,13196.708204004197
38.61,17.0,21.56,13.65,Hospital,Split AC,21.08,1579.71
11.72,3.0,17.89,14.03,Office,Split AC,19.91,272.66
17.0,7.0,12.2,13.41,Residential,VRF,21.14,391.83
37.49,12.0,29.45,12.03,Educational,Rooftop Unit,27.38,1090.91
29.64,5.0,22.28,26.839575945329653,Commercial,VRF,22.11,13142.44774026248
124.13,36.0,25.04,8.0,Office,VRF,23.89,2322.35
48.23,18.0,13.11,22.6,Commercial,Heat Pump,19.92,1110.58
12.04,,13.16,25.27,Residential,Central AC,20.96,373.51
70.22,15.0,23.47,10.79,commercial,VRF,22.87,1061.02
54.85,10.0,21.41,,Office,Split AC,20.45,815.47
30.52,13.0,25.03,-8.645085505366588,Commercial,Heat Pump,24.13,627.87
43.27,8.0,34.23,22.37,Residential,Split AC,24.43,934.53
27.11,4.0,40.1,18.91,Residential,Split AC,23.31,785.47
28.75,3.0,29.25,0.39226534965737625,Commercial,VRF,27.47,10066.614060456184
107.34,37.0,10.08,15.18,Commercial,Central AC,20.51,5170.92
66.53,17.0,30.16,6.28,Residential,Rooftop Unit,26.93,1503.31
10.71,3.0,39.66,10.4,Educational,Central AC,28.76,345.78
14.47,8.0,22.05,21.46,Commercial,Split AC,21.31,383.34
151.66,32.0,32.76,10.49,Office,Central AC,24.64,5725.87
20.19,6.0,33.53,9.19,Residential,Split AC,26.18,557.68
12.59,6.0,31.69,8.72,Residential,Split AC,23.06,419.46
54.65,18.0,16.82,8.89,Office,VRF,19.07,1023.71
73.45,19.0,24.74,13.45,Residential,Split AC,23.81,
68.91,16.0,24.09,17.06,Commercial,Heat Pump,,1040.24
31.7,17.0,5.08,6.62,Educational,Split AC,18.7,1494.98
60.9,12.0,23.17,22.36,Commercial,Central AC,22.31,1296.72
184.01,34.0,19.18,28.193301456157563,Educational,Heat Pump,20.76,13375.7109364275
92.17,38.0,15.02,11.39,Residential,Split AC,18.23,2585.06
79.27,16.0,10.0,6.01,Hospital,Rooftop Unit,-4.303250133619844,3796.32
11.67,7.0,40.17,19.17,Commercial,Central AC,26.34,615.36
25.39,5.0,23.0,15.26,Hospital,Split AC,24.44,738.12
